id,nama,merk,kategori,type,harga,harga_diskon,deskripsi,jumlah_stok,jumlah_pieces_packing,satuan_packing,angka_produk_favorit,url_foto
,OB Seri T-802,Tofuda,SAKLAR DAN FITTING,Seri OB,6500,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,OB Engkel Stop T-803,Tofuda,SAKLAR DAN FITTING,Engkel Stop OB,6600,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,OB Stop T-805,Tofuda,SAKLAR DAN FITTING,Stop OB,6500,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Engkel Radium T-801RT,Tofuda,SAKLAR DAN FITTING,Engkel IB,10000,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Seri Radium T-802RT,Tofuda,SAKLAR DAN FITTING,Seri IB,13200,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB TripleRadium T-803RT,Tofuda,SAKLAR DAN FITTING,Triple IB,16700,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Stop Radium T-804RT,Tofuda,SAKLAR DAN FITTING,Stop IB,13200,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Engkel Stop Radium T-805RT,Tofuda,SAKLAR DAN FITTING,Engkel Stop IB,16500,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Engkel Bakelite T-801,Tofuda,SAKLAR DAN FITTING,Engkel IB,5000,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Seri Bakelite T-802,Tofuda,SAKLAR DAN FITTING,Seri IB,6400,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Engkel Stop Bakelite T-803,Tofuda,SAKLAR DAN FITTING,Engkel Stop IB,6800,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB StopBakelite T-805,Tofuda,SAKLAR DAN FITTING,Stop IB,6500,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,IB Stop Arde Bakelite T-807,Tofuda,SAKLAR DAN FITTING,Engkel Stop IB,8700,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Cam Starter 15A I O II GZ 15A,Tofuda,SAKLAR DAN FITTING,Starter,32500,,.,10,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Cam Starter 30A I O II GZ 30A,Tofuda,SAKLAR DAN FITTING,Starter,54000,,.,10,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Box MCB 2 Grup Terminal Kuningan T-702,Tofuda,MCB DAN BOX MCB,Box Mcb,11500,,.,10,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Box MCB 2 Grup Terminal Kuningan T-702,Tofuda,MCB DAN BOX MCB,Box Mcb,16700,,.,10,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpan Kuning Bolak Balik Kecil T-8012,Tofuda,PERKAKAS LISTRIK,Testpen,3000,,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpan Kuning Bolak Balik Sedang T-8016,Tofuda,PERKAKAS LISTRIK,Testpen,4800,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpan Kuning Bolak Balik Besar T-8018,Tofuda,PERKAKAS LISTRIK,Testpen,6600,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpen Jumbo Bolak Balik T-5566,Tofuda,PERKAKAS LISTRIK,Testpen,12800,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpen Magnet Bolak Balik T-5577,Tofuda,PERKAKAS LISTRIK,Testpen,7400,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpen Magnet Bolak Balik T-5588,Tofuda,PERKAKAS LISTRIK,Testpen,7400,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpen Warna Bolak Balik T-1687,Tofuda,PERKAKAS LISTRIK,Testpen,5000,,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpen Gantung T-17150 ,Tofuda,PERKAKAS LISTRIK,Testpen,3400,,.,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Testpen DC 80w H,Tofuda,PERKAKAS LISTRIK,Testpen,8500,,.,60,60,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Obeng Amerika Bolak Balik T-5599A Grid,Tofuda,PERKAKAS LISTRIK,Obeng,8900,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Obeng Amerika Bolak Balik T-5599B Grid Non Grid,Tofuda,PERKAKAS LISTRIK,Obeng,7200,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Meteran 5M T-905,Tofuda,ALAT SERBAGUNA,Meteran,12000,,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Tang Potong T-7711,Tofuda,PERKAKAS LISTRIK,Tang,28000,,.,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Tang Kombinasi T-7712,Tofuda,PERKAKAS LISTRIK,Tang,28000,,.,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Tang Lancip T-7713,Tofuda,PERKAKAS LISTRIK,Tang,28000,,.,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Cutter + Refill 3pcs 993,Tofuda,ALAT SERBAGUNA,Cutter,9800,,.,40,40,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Klem Kabel 7mm T-917,Tofuda,PERKAKAS LISTRIK,Klem,3800,,.,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Klem Kabel 8mm T-918,Tofuda,PERKAKAS LISTRIK,Klem,4300,,.,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Klem Kabel 9mm T-919,Tofuda,PERKAKAS LISTRIK,Klem,5000,,.,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Klem Kabel 10mm T-9110,Tofuda,PERKAKAS LISTRIK,Klem,5500,,.,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Klem Kabel 12mm T-9112,Tofuda,PERKAKAS LISTRIK,Klem,7700,,.,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Klem Kabel 18mm T-9118,Tofuda,PERKAKAS LISTRIK,Klem,9000,,.,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL JEMURAN HANDUK LIPAT ,Pol,PERLENGKAPAN RUMAH TANGGA,Jemuran,115625,92500,Promo Akhir Tahun,32,1,pcs,41,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL STAND HANGER MULTIFUNGSI 4 SUSUN (RAK VENUS),Pol,PERLENGKAPAN RUMAH TANGGA,Hanger,112500,90000,Promo Akhir Tahun,20,1,pcs,42,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL TRIANGLE STAND HANGER BLACK,Pol,PERLENGKAPAN RUMAH TANGGA,Hanger,115625,92500,Promo Akhir Tahun,10,1,pcs,43,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL PUNCHING BAGS,Pol,PERLENGKAPAN RUMAH TANGGA,Bags,72500,58000,Promo Akhir Tahun,50,1,pcs,44,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL RUCKSACK/TAS RANSEL,Pol,PERLENGKAPAN RUMAH TANGGA,Tas,100000,80000,Promo Akhir Tahun,100,1,pcs,45,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL LAUNDRY BAG  GREY 58X35X41,Pol,PERLENGKAPAN RUMAH TANGGA,Bags,24375,19500,Promo Akhir Tahun,200,1,pcs,46,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL LAUNDRY BAG HIJAU 58X40X32,Pol,PERLENGKAPAN RUMAH TANGGA,Bags,28125,22500,Promo Akhir Tahun,200,1,pcs,47,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL LAUNDRY BAG ORANGE 43X27X47,Pol,PERLENGKAPAN RUMAH TANGGA,Bags,19375,15500,Promo Akhir Tahun,200,1,pcs,48,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL SOAP PUMP,Pol,PERALATAN DAPUR,Alat Cuci,10625,8500,Promo Akhir Tahun,150,1,pcs,49,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL KERANJANG SERBA GUNA,Pol,ALAT SERBAGUNA,Keranjang,16875,13500,Promo Akhir Tahun,10,1,pcs,50,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL MINI RAK,Pol,ALAT SERBAGUNA,Rak,8125,6500,Promo Akhir Tahun,100,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL STROLER BABY,Pol,LAIN-LAIN,Stroller,466250,373000,Promo Akhir Tahun,10,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL RAK PIRING,Pol,PERALATAN DAPUR,Rak,27500,22000,Promo Akhir Tahun,80,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL BASkOM SCUBER/TEMPAT CUCI BERAS,Pol,PERALATAN DAPUR,Baskom,6875,5500,Promo Akhir Tahun,100,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL FRESH BOX (RANTANG 5 SUSUN),Pol,PERALATAN DAPUR,Panci,35625,28500,Promo Akhir Tahun,20,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL PANCI MINI ELEKTRIK,Pol,PERALATAN DAPUR,Panci,128750,103000,Promo Akhir Tahun,36,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"POL DISPENSER KACA KAKI KAYU 3,6 L",Pol,PERALATAN DAPUR,Dispenser,237500,190000,Promo Akhir Tahun,12,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL GELAS TEMPEL MOTIF BERUANG,Pol,KAMAR MANDI,Hanger,6250,5000,Promo Akhir Tahun,200,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL SENDOK JERAMI,Pol,LAIN-LAIN,Sendok Garpu,5000,4000,Promo Akhir Tahun,110,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL BOTOL RUSA,Pol,LAIN-LAIN,Botol,26250,21000,Promo Akhir Tahun,80,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL BOTOL KUCING KECIL,Pol,LAIN-LAIN,Botol,12500,10000,Promo Akhir Tahun,100,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL BOTOL GEMOY,Pol,LAIN-LAIN,Botol,22500,18000,Promo Akhir Tahun,80,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,POL DUN DUN TUMBLER PLASTIC/BOTOL MIXUE,Pol,LAIN-LAIN,Botol,22500,18000,Promo Akhir Tahun,100,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN DISPOSABLE RAINCOAT ADULT,Pol,LAIN-LAIN,Jas Hujan Dewass,16875,13500,Promo Akhir Tahun,100,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE LAKBAN 48MM X 90Y COKLAT,Daisuke,ISOLASI / TAPE,Lakban,75000,60000,.,12,1,Slop(@6pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE LAKBAN 48MM X 90Y BENING,Daisuke,ISOLASI / TAPE,Lakban,75000,60000,.,12,1,Slop(@6pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE LAKBAN FRAGILE 100Y,Daisuke,ISOLASI / TAPE,Lakban,113250,90600,.,12,1,Slop(@6pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE STATIONERY TAPE KECIL,Daisuke,ISOLASI / TAPE,Isolasi,12500,10000,.,16,1,Slop(@12pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE DOUBLE TAPE TISU 48MM X 18Y,Daisuke,ISOLASI / TAPE,Isolasi Dobel,13750,11000,.,72,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE DOUBLE TAPE TISU 24MM X 18Y,Daisuke,ISOLASI / TAPE,Isolasi Dobel,7125,5700,.,12,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE MASKING TAPE 48MM X 20Y,Daisuke,ISOLASI / TAPE,Isolasi,16250,13000,.,72,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE MASKING TAPE 24MM X 20Y,Daisuke,ISOLASI / TAPE,Isolasi,8375,6700,.,12,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE ISOLASI BENING 12MM x 90 Y @12/SLOP @24SLOP/CTN,Daisuke,ISOLASI / TAPE,Isolasi,42500,34000,.,24,1,Slop(@12pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE LAKBAN BENING 24MM X 90Y @6ROLL/SLOP @24SLOP/CTN,Daisuke,ISOLASI / TAPE,Lakban,6875,5500,.,24,1,Slop(@6pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE CLOTH TAPE HITAM 46MM X 10Y,Daisuke,ISOLASI / TAPE,Lakban,18750,15000,.,72,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE CLOTH TAPE HITAM 46MM X 15Y,Daisuke,ISOLASI / TAPE,Lakban,23750,19000,.,72,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE EVA FOAM TAPE 24MM X 5M HIJAU @108/CTN,Daisuke,ISOLASI / TAPE,Isolasi dobel,9625,7700,.,108,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DAISUKE TAPE EVA FOAM TAPE 24MM X 5M BATIK @108/CTN,Daisuke,ISOLASI / TAPE,Isolasi dobel,9625,7700,.,108,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,SCH SEAL TAPE JUMBO 19MM X 0.75MM X 15M @20/500/CTN,Daisuke,ISOLASI / TAPE,Sealtape,4375,3500,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NATIONAL ISOLASI LISTRIK ,National,ISOLASI / TAPE,Isolasi Listrik,8750,7000,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,BERRY MASKING TAPE (SZ) 24MM X 10M,Berry,ISOLASI / TAPE,Isolasi,3625,2900,.,12,1,Slop(@12pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,BERRY ELECTRICAL KOTAK 17MM x 20Y ,Berry,ISOLASI / TAPE,Isolasi Listrik,5937.5,4750,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,BERRY OPP TAPE COKLAT 48MM X 80MTR,Berry,ISOLASI / TAPE,Lakban,75000,60000,.,24,1,Slop(@6pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,HIRO T-DUS 3 CABANG 20MM PUTIH ,Hiro,ALAT LISTRIK,Instalasi,2625,2100,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,MASKO BOX PANEL IB/OB KC 12GRUP+3LP (9812L),Masko,MCB DAN BOX MCB,Box Mcb,140000,112000,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,CLIPTON INBOWDOS BULAT 5/8 HITAM ,Clipton,ALAT LISTRIK,Instalasi,1375,1100,.,25,25,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,CLIPTON T DOS 5/8 HITAM ,Clipton,ALAT LISTRIK,Instalasi,1500,1200,.,30,30,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,CLIPTON DURADOS HITAM 3/4 ,Clipton,ALAT LISTRIK,Instalasi,6875,5500,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,CLIPTON DURADOS HITAM 5.8 ,Clipton,ALAT LISTRIK,Instalasi,13750,11000,.,10,10,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,CLIPTON BOX MCB 2-4 GRUP ,Clipton,ALAT LISTRIK,Instalasi,3750,3000,.,4,4,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,CLIPTON BOX MCB 1 GRUP,Clipton,ALAT LISTRIK,Instalasi,3000,2400,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,CLIPTON OB DOS (OUTBOW DOS) KOTAK PUTIH,Clipton,ALAT LISTRIK,Instalasi,4000,3200,.,16,16,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX PIPA L 20MM ,Index,ALAT LISTRIK,Instalasi,3000,2400,.,100,100,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX L BOW 20MM @50/750/CTN,Index,ALAT LISTRIK,Instalasi,2250,1800,.,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX MCB 2-3 GRUP + TERMINAL,Index,ALAT LISTRIK,Instalasi,16875,13500,.,102,102,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX MCB 2-4 GRUP + TERMINAL,Index,ALAT LISTRIK,Instalasi,33625,26900,.,60,60,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX INBOWDOS KOTAK HITAM ,Index,ALAT LISTRIK,Instalasi,2500,2000,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX KLEM PIPA LISTRIK 20MM,Index,ALAT LISTRIK,Instalasi,625,500,.,100,100,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX SOCK PIPA PUTIH 20MM ,Index,ALAT LISTRIK,Instalasi,687.5,550,.,60,60,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX TEE DOS PUTIH 20MM ,Index,ALAT LISTRIK,Instalasi,3750,3000,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX CROSS DOS PUTIH ,Index,ALAT LISTRIK,Instalasi,4000,3200,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,INDEX L DOS PUTIH 20MM,Index,ALAT LISTRIK,Instalasi,3750,3000,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,ARROW KNEE PIPA LISTRIK PVC PUTIH 5/8,Arrow,ALAT LISTRIK,Instalasi,1250,1000,.,500,500,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,ARROW SOCK PIPA LISTRIK PVC PUTIH 5/8 ,Arrow,ALAT LISTRIK,Instalasi,812.5,650,.,500,500,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,ARROW TEE PIPA LISTRIK PVC PUTIH 5/8,Arrow,ALAT LISTRIK,Instalasi,1500,1200,.,400,400,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,WILMER SEPATU BOOTS KARET HITAM NO. 42 WSB-110BY @30/CTN,Wilmer,PERKAKAS TEHNIK,Sepatu Safety,76875,61500,.,30,30,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER GUNTING SENG 8"" WGTS- 108 @6/60/CTN",Wilmer,PERKAKAS TEHNIK,Gunting,36250,29000,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER KAPI GG KARET 1.5"" WKK-815 ",Wilmer,PERKAKAS TEHNIK,Kapi,7375,5900,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER KAPI GG KARET 2"" WKK-820",Wilmer,PERKAKAS TEHNIK,Kapi,7500,6000,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER KAPI GG KARET 4"" WKK-840",Wilmer,PERKAKAS TEHNIK,Kapi,9625,7700,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER KAPI GG KAYU1.5"" WKK-615",Wilmer,PERKAKAS TEHNIK,Kapi,3875,3100,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER KAPI GG KAYU 2.5"" WKK-625",Wilmer,PERKAKAS TEHNIK,Kapi,4250,3400,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER KAPI GG KAYU 3"" WKK-630",Wilmer,PERKAKAS TEHNIK,Kapi,4625,3700,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"WILMER KAPI GG KAYU 4"" WKK-640 ",Wilmer,PERKAKAS TEHNIK,Kapi,5375,4300,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,VISERO INBOWDUS KOTAK HITAM (VIB- 001KH) ,Visero,ALAT LISTRIK,Instalasi,1875,1500,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,VISERO T-DOS CAB 3 - 5/8 BULAT HITAM ,Visero,ALAT LISTRIK,Instalasi,1250,1000,.,20,20,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"PROKENSO GUNTING RENTENG HSL 6"" ",Prokenso,ALAT SERBAGUNA,Gunting,62125,49700,.,20,1,Renteng(@12pcs),,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,ELGLADIO KABEL TIES 200MM PUTIH ,Elgladio,ALAT SERBAGUNA,Kabel Ties,7375,5900,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,KYZUKU KABEL TIES 2.5X100MM PUTIH,Kyzuku,ALAT SERBAGUNA,Kabel Ties,5500,4400,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
